epoch,step,d_loss,g_loss,D_real,D_fake
78,10,1.376884,0.742440,0.476338,0.472793
78,11,1.367982,0.747785,0.478124,0.471142
78,12,1.385951,0.741583,0.475300,0.470820
78,13,1.370608,0.744249,0.479386,0.472261
78,14,1.375294,0.743854,0.476619,0.472469
78,15,1.376450,0.741402,0.477304,0.470389
78,16,1.374945,0.742080,0.480500,0.471866
78,17,1.373817,0.738127,0.478280,0.471065
78,18,1.373157,0.743079,0.478320,0.473140
78,19,1.381418,0.736722,0.479462,0.473353
78,20,1.369902,0.739621,0.479997,0.475295
78,21,1.367650,0.746471,0.479166,0.477298
78,22,1.380338,0.742999,0.475035,0.471334
78,23,1.384438,0.743853,0.472626,0.472790
78,24,1.382887,0.746809,0.474599,0.475014
78,25,1.383672,0.738251,0.470441,0.472302
78,26,1.387874,0.744234,0.466859,0.474114
78,27,1.389140,0.743498,0.467766,0.472738
78,28,1.390896,0.745765,0.469852,0.471950
78,29,1.372694,0.747429,0.472265,0.471251
78,30,1.391610,0.745183,0.469041,0.470569
78,31,1.382666,0.744451,0.468908,0.470839
78,32,1.386845,0.745598,0.472404,0.470681
78,33,1.371202,0.739912,0.475799,0.471240
78,34,1.388230,0.739925,0.474655,0.472277
78,35,1.381032,0.739504,0.477228,0.474794
78,36,1.373580,0.736463,0.477087,0.474022
78,37,1.378384,0.738625,0.477661,0.474920
78,38,1.384822,0.738594,0.477640,0.474989
78,39,1.384436,0.737004,0.483462,0.477148
78,40,1.374941,0.734147,0.484395,0.477135
78,41,1.382168,0.732481,0.483128,0.478615
78,42,1.366167,0.734358,0.488647,0.478088
78,43,1.382700,0.737478,0.481952,0.478664
78,44,1.376358,0.735426,0.481050,0.478475
78,45,1.383435,0.731955,0.485886,0.478674
78,46,1.384347,0.734661,0.480296,0.481420
78,47,1.385740,0.731098,0.482224,0.479953
78,48,1.388679,0.735565,0.479865,0.480797
78,49,1.378936,0.738498,0.478590,0.477974
79,1,1.387412,0.735444,0.479812,0.475979
79,2,1.376443,0.739299,0.483235,0.477446
79,3,1.375370,0.748083,0.479816,0.473861
79,4,1.349904,0.754210,0.484343,0.471041
79,5,1.372398,0.761751,0.478112,0.467425
79,6,1.368880,0.758440,0.480297,0.468483
79,7,1.368578,0.756862,0.482271,0.473951
79,8,1.372140,0.748949,0.483003,0.472994
79,9,1.383516,0.751517,0.477690,0.480405
79,10,1.400413,0.757439,0.469234,0.478950
79,11,1.410575,0.753404,0.460143,0.468745
79,12,1.383568,0.763766,0.468213,0.467149
79,13,1.402089,0.768306,0.458070,0.464907
79,14,1.393449,0.771794,0.460933,0.461817
79,15,1.358534,0.771585,0.464523,0.458535
79,16,1.375679,0.782675,0.462846,0.457674
79,17,1.363812,0.791152,0.461401,0.451534
79,18,1.365077,0.795331,0.461133,0.447146
79,19,1.361183,0.796968,0.456392,0.445746
79,20,1.364660,0.805227,0.451761,0.446365
79,21,1.387768,0.796696,0.445658,0.442715
79,22,1.373712,0.779698,0.449897,0.451203
79,23,1.378012,0.772553,0.456184,0.453879
79,24,1.365649,0.765774,0.458583,0.459175
79,25,1.379814,0.761719,0.461605,0.462166
79,26,1.395501,0.756962,0.460183,0.462919
79,27,1.381154,0.751325,0.466667,0.467729
79,28,1.388677,0.748681,0.468238,0.468312
79,29,1.386834,0.749172,0.468344,0.471366
79,30,1.391201,0.749115,0.472364,0.471350
79,31,1.387280,0.745629,0.470748,0.471599
79,32,1.374782,0.749097,0.475189,0.471603
79,33,1.378213,0.758985,0.475925,0.471007
79,34,1.371110,0.759211,0.476234,0.467050
79,35,1.365517,0.764678,0.479163,0.466448
79,36,1.347819,0.770166,0.479772,0.462287
79,37,1.379894,0.765194,0.476267,0.464741
79,38,1.389348,0.754719,0.474365,0.471334
79,39,1.369888,0.767992,0.475650,0.470905
79,40,1.386582,0.760009,0.469845,0.467409
79,41,1.399759,0.756302,0.467810,0.470918
79,42,1.379298,0.759983,0.470010,0.472498
79,43,1.373369,0.761789,0.467713,0.467410
79,44,1.385376,0.770254,0.463270,0.461389
79,45,1.384643,0.773788,0.464202,0.461604
79,46,1.385470,0.762654,0.461584,0.459952
79,47,1.371137,0.758391,0.469048,0.465021
79,48,1.394228,0.749680,0.463942,0.468260
79,49,1.412751,0.734705,0.467711,0.471237
80,1,1.382471,0.728838,0.478302,0.479829
80,2,1.402685,0.725647,0.475074,0.484635
80,3,1.390842,0.721812,0.481244,0.488221
80,4,1.391104,0.724317,0.483075,0.487411
80,5,1.387987,0.731731,0.481597,0.483607
80,6,1.386071,0.736971,0.480343,0.482104
80,7,1.383457,0.744609,0.476398,0.479830
80,8,1.376027,0.757110,0.471566,0.470063
80,9,1.380679,0.766190,0.469863,0.466192
80,10,1.361222,0.766241,0.468111,0.461964
80,11,1.391475,0.760563,0.464834,0.461511
80,12,1.379078,0.755834,0.469566,0.463805
80,13,1.364508,0.753026,0.472254,0.464929
80,14,1.404877,0.746958,0.468921,0.466151
80,15,1.379399,0.741318,0.469771,0.470967
80,16,1.371518,0.742782,0.474469,0.473881
80,17,1.369424,0.740601,0.480826,0.470699
80,18,1.385031,0.739998,0.472990,0.472589
80,19,1.362895,0.741844,0.483754,0.472683
80,20,1.370728,0.739511,0.482947,0.474265
80,21,1.399213,0.736696,0.476236,0.474531
80,22,1.371964,0.738599,0.482155,0.478993
80,23,1.382475,0.742371,0.477083,0.475283
80,24,1.396317,0.741896,0.473155,0.475895
80,25,1.367256,0.746714,0.481427,0.473072
80,26,1.368150,0.747784,0.478443,0.472061
80,27,1.366385,0.753717,0.480286,0.469245
80,28,1.364961,0.757007,0.473756,0.470109
80,29,1.378827,0.759921,0.468819,0.465522
80,30,1.386902,0.758319,0.467843,0.465691
80,31,1.388867,0.755529,0.465728,0.466641
80,32,1.383642,0.748923,0.470157,0.467723
80,33,1.374677,0.753988,0.470760,0.468365
80,34,1.387678,0.750443,0.469497,0.468476
80,35,1.375639,0.747581,0.466694,0.468177
80,36,1.374061,0.754316,0.473525,0.469523
80,37,1.375334,0.753826,0.469818,0.468641
80,38,1.376075,0.756390,0.467526,0.467095
80,39,1.382212,0.756492,0.468720,0.465650
80,40,1.367996,0.754396,0.469415,0.466014
80,41,1.378540,0.755028,0.468009,0.466587
80,42,1.381428,0.754510,0.468000,0.464986
80,43,1.383079,0.756915,0.469570,0.467380
80,44,1.389775,0.750619,0.468315,0.468708
80,45,1.385272,0.748495,0.468808,0.467892
80,46,1.381075,0.749834,0.468444,0.470297
80,47,1.384665,0.750752,0.466674,0.470444
80,48,1.375435,0.755644,0.469024,0.464928
80,49,1.392416,0.750466,0.465602,0.464274
81,1,1.378543,0.750477,0.467271,0.466076
81,2,1.377670,0.753792,0.469235,0.464839
81,3,1.364662,0.749476,0.472726,0.465573
81,4,1.370435,0.752799,0.472370,0.467536
81,5,1.371866,0.754803,0.469524,0.465566
81,6,1.367314,0.757993,0.473837,0.463940
81,7,1.368233,0.752424,0.473960,0.466647
81,8,1.372472,0.743863,0.473266,0.466698
81,9,1.385406,0.741827,0.474476,0.472470
81,10,1.389817,0.737236,0.476771,0.476704
81,11,1.391317,0.737322,0.476583,0.480180
81,12,1.392130,0.735469,0.478714,0.478470
81,13,1.385262,0.739268,0.476756,0.477782
81,14,1.378602,0.750724,0.476452,0.475125
81,15,1.365616,0.752344,0.478789,0.471661
81,16,1.366789,0.759658,0.477423,0.470330
81,17,1.371014,0.762390,0.472454,0.463825
81,18,1.360389,0.770963,0.469857,0.461307
81,19,1.379054,0.770452,0.467880,0.459273
81,20,1.379006,0.763734,0.469975,0.461927
81,21,1.388574,0.750835,0.465864,0.464130
81,22,1.374770,0.738579,0.477359,0.471231
81,23,1.370479,0.726013,0.484648,0.477424
81,24,1.380186,0.719067,0.484830,0.482443
81,25,1.388396,0.704305,0.485108,0.490358
81,26,1.397631,0.704804,0.490133,0.496168
81,27,1.398188,0.707489,0.490269,0.497716
81,28,1.397441,0.714006,0.489191,0.494301
81,29,1.400309,0.718911,0.483447,0.491368
81,30,1.391125,0.723357,0.484464,0.485780
81,31,1.386381,0.724908,0.484986,0.486809
81,32,1.377375,0.730810,0.486001,0.482128
81,33,1.372839,0.738235,0.484864,0.480543
81,34,1.377213,0.740391,0.483701,0.476494
81,35,1.363252,0.741593,0.490974,0.479295
81,36,1.369523,0.741614,0.486899,0.479775
81,37,1.370956,0.752133,0.486508,0.478609
81,38,1.377912,0.739020,0.487321,0.476285
81,39,1.374383,0.732312,0.488490,0.481433
81,40,1.399688,0.725191,0.480100,0.485211
81,41,1.383592,0.738827,0.485035,0.487865
81,42,1.386733,0.748140,0.479245,0.479038
81,43,1.399308,0.748532,0.467201,0.471448
81,44,1.390938,0.752976,0.468478,0.470443
81,45,1.399274,0.754246,0.468630,0.469441
81,46,1.382583,0.750738,0.471926,0.470653
81,47,1.386856,0.754848,0.470949,0.470621
81,48,1.371003,0.762466,0.473047,0.466998
81,49,1.368091,0.774364,0.470213,0.461642
82,1,1.370705,0.776486,0.466900,0.457071
82,2,1.366002,0.778863,0.467759,0.453578
82,3,1.359119,0.778677,0.465232,0.451263
82,4,1.376359,0.780042,0.461801,0.451926
82,5,1.365648,0.772165,0.463825,0.453448
82,6,1.387290,0.764533,0.461398,0.459179
82,7,1.378518,0.755327,0.466558,0.460641
82,8,1.387226,0.744538,0.467296,0.466831
82,9,1.378012,0.742414,0.469938,0.470546
82,10,1.386742,0.741855,0.472285,0.471963
82,11,1.391930,0.739134,0.473386,0.474053
82,12,1.387189,0.731843,0.474719,0.475663
82,13,1.388310,0.732324,0.476530,0.476535
82,14,1.380414,0.732078,0.479558,0.477163
82,15,1.377815,0.734702,0.478816,0.477917
82,16,1.379305,0.735731,0.479527,0.476360
82,17,1.377672,0.739313,0.477660,0.475627
82,18,1.383387,0.735216,0.476997,0.478294
82,19,1.378754,0.732298,0.481860,0.476203
82,20,1.380536,0.730229,0.480149,0.479403
82,21,1.394875,0.727241,0.479776,0.481522
82,22,1.388074,0.727595,0.483610,0.481703
82,23,1.379619,0.724541,0.486329,0.483287
82,24,1.381825,0.727394,0.487639,0.485750
82,25,1.375244,0.729672,0.487520,0.482610
82,26,1.386478,0.735004,0.484065,0.480692
82,27,1.373531,0.734382,0.486464,0.477231
82,28,1.377636,0.739414,0.482633,0.478038
82,29,1.380410,0.739372,0.484000,0.476371
82,30,1.376686,0.736222,0.483098,0.476466
82,31,1.376690,0.742969,0.480221,0.477906
82,32,1.372375,0.757603,0.480490,0.470413
82,33,1.368963,0.763065,0.473113,0.465003
82,34,1.381236,0.758941,0.469838,0.465374
82,35,1.376173,0.755387,0.470059,0.467128
82,36,1.364106,0.762249,0.476320,0.466907
82,37,1.380922,0.754021,0.472909,0.465742
82,38,1.374138,0.744030,0.480355,0.471105
82,39,1.391600,0.731397,0.474407,0.478097
82,40,1.385545,0.712657,0.486617,0.484104
82,41,1.383346,0.706744,0.494889,0.493781
82,42,1.397624,0.705014,0.493417,0.498300
82,43,1.394438,0.712209,0.496805,0.498594
82,44,1.380442,0.720021,0.498937,0.495046
82,45,1.385962,0.729600,0.492012,0.491144
82,46,1.381222,0.736190,0.485325,0.484490
82,47,1.384812,0.736765,0.481397,0.480229
82,48,1.385253,0.743049,0.480379,0.480042
82,49,1.377609,0.740156,0.474455,0.474477
83,1,1.384416,0.746102,0.475237,0.474390
83,2,1.382946,0.747279,0.474778,0.474497
83,3,1.383609,0.745468,0.473972,0.469243
83,4,1.376544,0.747955,0.475390,0.471472
83,5,1.373312,0.750631,0.473891,0.472130
83,6,1.384544,0.747142,0.473712,0.469096
83,7,1.370955,0.749430,0.474999,0.471833
83,8,1.370511,0.749792,0.476556,0.470062
83,9,1.364847,0.750674,0.477719,0.466739
83,10,1.367729,0.753600,0.478989,0.467557
83,11,1.370871,0.749195,0.479432,0.468412
83,12,1.363422,0.747317,0.484302,0.472180
83,13,1.370240,0.742964,0.482914,0.474697
83,14,1.392126,0.734214,0.479167,0.477107
83,15,1.395079,0.727247,0.476469,0.480831
83,16,1.386151,0.720587,0.486541,0.485817
83,17,1.391747,0.722194,0.481426,0.487500
83,18,1.394138,0.724289,0.481618,0.486642
83,19,1.387559,0.725001,0.484305,0.485327
83,20,1.381217,0.726276,0.487054,0.485427
83,21,1.376908,0.735712,0.484094,0.480327
83,22,1.377959,0.741929,0.483183,0.477684
83,23,1.381207,0.740085,0.479083,0.474573
83,24,1.388497,0.733034,0.478609,0.475261
83,25,1.375751,0.736048,0.481501,0.478129
83,26,1.385894,0.738190,0.479622,0.476680
83,27,1.377407,0.733923,0.484269,0.477175
83,28,1.380750,0.728462,0.480970,0.478444
83,29,1.384494,0.723158,0.481871,0.481643
83,30,1.382841,0.727372,0.482985,0.484318
83,31,1.377843,0.734208,0.481078,0.479147
83,32,1.385189,0.738997,0.480122,0.478484
83,33,1.376719,0.743525,0.477051,0.474339
83,34,1.372812,0.746549,0.477298,0.472752
83,35,1.378110,0.760132,0.471276,0.468571
83,36,1.369181,0.756837,0.473363,0.466729
83,37,1.380660,0.773841,0.466296,0.465990
83,38,1.381307,0.772581,0.454497,0.458446
83,39,1.372952,0.774100,0.461669,0.460893
83,40,1.401396,0.765795,0.452919,0.462061
83,41,1.394734,0.755687,0.458560,0.464797
83,42,1.387555,0.751270,0.463697,0.466171
83,43,1.381911,0.751019,0.466091,0.469072
83,44,1.398824,0.748913,0.465678,0.468691
83,45,1.382015,0.743039,0.470568,0.472155
83,46,1.386504,0.739962,0.474164,0.473119
83,47,1.388397,0.738229,0.473427,0.471770
83,48,1.383043,0.739306,0.476523,0.475636
83,49,1.379131,0.737424,0.480689,0.474770
84,1,1.375386,0.735195,0.482065,0.475936
84,2,1.375954,0.735357,0.483582,0.476113
84,3,1.367034,0.731444,0.487390,0.476993
84,4,1.373352,0.731468,0.484975,0.478200
84,5,1.372849,0.731031,0.485952,0.478081
84,6,1.363550,0.731575,0.491557,0.479160
84,7,1.375072,0.729996,0.484216,0.482069
84,8,1.360446,0.737012,0.491675,0.484179
84,9,1.359768,0.738500,0.486919,0.479210
84,10,1.396755,0.744999,0.475170,0.479409
84,11,1.384660,0.750907,0.469713,0.473469
84,12,1.383099,0.759762,0.468893,0.467132
84,13,1.389297,0.759219,0.466907,0.464542
84,14,1.374868,0.762208,0.465202,0.462336
84,15,1.378750,0.766058,0.467555,0.462135
84,16,1.378134,0.767363,0.466176,0.460119
84,17,1.361390,0.768766,0.467826,0.460074
84,18,1.376122,0.773466,0.463235,0.461188
84,19,1.365948,0.774629,0.464828,0.457312
84,20,1.373123,0.770528,0.466354,0.459369
84,21,1.400652,0.762431,0.457785,0.459138
84,22,1.405704,0.743662,0.458690,0.465429
84,23,1.394361,0.735909,0.470189,0.473166
84,24,1.395784,0.727939,0.470148,0.478217
84,25,1.392204,0.727180,0.476745,0.480365
84,26,1.382527,0.729259,0.479777,0.482349
84,27,1.386118,0.731201,0.480610,0.479771
84,28,1.375385,0.737133,0.481784,0.478100
84,29,1.366321,0.747038,0.482631,0.477651
84,30,1.360165,0.757762,0.478889,0.469893
84,31,1.379410,0.756496,0.472090,0.466339
84,32,1.379754,0.751085,0.473771,0.468291
84,33,1.386291,0.743960,0.470563,0.470691
84,34,1.399850,0.728043,0.475854,0.477542
84,35,1.395025,0.715678,0.481683,0.484571
84,36,1.389138,0.716271,0.488400,0.489861
84,37,1.386906,0.710753,0.489634,0.490491
84,38,1.384037,0.709715,0.494890,0.492983
84,39,1.376670,0.709445,0.496218,0.491533
84,40,1.381395,0.710119,0.497805,0.493137
84,41,1.368057,0.709696,0.500918,0.492591
84,42,1.371413,0.718512,0.499823,0.492097
84,43,1.369805,0.709898,0.503824,0.492576
84,44,1.387716,0.712621,0.498937,0.498605
84,45,1.389812,0.723868,0.492801,0.495090
84,46,1.385850,0.744173,0.482943,0.481631
84,47,1.378528,0.757715,0.477713,0.474017
84,48,1.366886,0.779121,0.473647,0.466661
84,49,1.360332,0.790350,0.467819,0.457843
85,1,1.370531,0.788831,0.465399,0.453992
85,2,1.377550,0.781307,0.460829,0.456912
85,3,1.388186,0.783840,0.451440,0.454130
85,4,1.390831,0.783991,0.450323,0.454794
85,5,1.377338,0.787075,0.453745,0.450856
85,6,1.394063,0.778549,0.449026,0.450775
85,7,1.380395,0.782794,0.449656,0.449019
85,8,1.371576,0.791246,0.453826,0.450449
85,9,1.381894,0.791882,0.452213,0.448347
85,10,1.363865,0.795061,0.449233,0.444118
85,11,1.362679,0.807794,0.452139,0.444021
85,12,1.352825,0.808270,0.447011,0.441869
85,13,1.397101,0.800273,0.439519,0.437948
85,14,1.377009,0.799532,0.446146,0.442049
85,15,1.374892,0.792338,0.447363,0.445721
85,16,1.398912,0.784183,0.445574,0.445882
85,17,1.394918,0.769811,0.449830,0.449426
85,18,1.391797,0.756573,0.457009,0.457371
85,19,1.389866,0.748487,0.463047,0.463166
85,20,1.382427,0.739647,0.473211,0.471390
85,21,1.383001,0.731197,0.478428,0.475610
85,22,1.383041,0.727128,0.478584,0.478757
85,23,1.386403,0.723089,0.481509,0.482391
85,24,1.393822,0.722849,0.479220,0.483541
85,25,1.395694,0.715547,0.484164,0.486245
85,26,1.392576,0.715001,0.486040,0.489200
85,27,1.387240,0.723088,0.488100,0.488407
85,28,1.381755,0.724025,0.484553,0.485588
85,29,1.381644,0.735404,0.484771,0.482109
85,30,1.375080,0.741645,0.478685,0.477907
85,31,1.385216,0.743072,0.477234,0.473566
85,32,1.385297,0.746268,0.474091,0.472145
85,33,1.380272,0.744484,0.477129,0.471453
85,34,1.378595,0.735431,0.478391,0.473654
85,35,1.378278,0.737066,0.478357,0.475121
85,36,1.390549,0.731137,0.480098,0.476368
85,37,1.380790,0.722584,0.484222,0.480179
85,38,1.373837,0.730786,0.486075,0.483742
85,39,1.384093,0.730396,0.481180,0.479156
85,40,1.369918,0.733562,0.486366,0.478426
85,41,1.377412,0.730573,0.486225,0.478887
85,42,1.380730,0.732426,0.483523,0.479564
85,43,1.381917,0.728211,0.485816,0.477936
85,44,1.369931,0.727304,0.489746,0.482474
85,45,1.378025,0.727223,0.485958,0.484771
85,46,1.392147,0.727750,0.480488,0.485409
85,47,1.386484,0.736134,0.482511,0.482879
85,48,1.383947,0.722746,0.481659,0.479346
85,49,1.382301,0.724017,0.486203,0.483594
86,1,1.384092,0.724642,0.488009,0.485896
86,2,1.380743,0.726359,0.488267,0.485882
86,3,1.384725,0.734991,0.484655,0.482912
86,4,1.382079,0.734688,0.481522,0.480121
86,5,1.376581,0.747844,0.476805,0.475551
86,6,1.377382,0.746988,0.471907,0.470872
86,7,1.394802,0.743081,0.471119,0.470167
86,8,1.377191,0.742863,0.475410,0.470811
86,9,1.387480,0.742643,0.470536,0.472519
86,10,1.380394,0.742233,0.476146,0.474411
86,11,1.378408,0.738926,0.475794,0.474848
86,12,1.386521,0.738715,0.475661,0.474129
86,13,1.381205,0.734082,0.475460,0.474934
86,14,1.391508,0.733170,0.475629,0.475876
86,15,1.377292,0.733822,0.478727,0.477874
86,16,1.389292,0.729107,0.477919,0.477471
86,17,1.382546,0.729169,0.479293,0.480051
86,18,1.383227,0.726171,0.483615,0.480650
86,19,1.383065,0.719489,0.485175,0.481730
86,20,1.382220,0.720074,0.486819,0.485941
86,21,1.385695,0.714926,0.486889,0.485783
86,22,1.380768,0.716292,0.492755,0.488097
86,23,1.383384,0.717451,0.489722,0.488690
86,24,1.382000,0.722602,0.490817,0.489096
86,25,1.382659,0.720910,0.489027,0.485171
86,26,1.379472,0.723209,0.490343,0.487298
86,27,1.386394,0.724959,0.485821,0.485040
86,28,1.379317,0.722269,0.488954,0.484893
86,29,1.381052,0.728753,0.486031,0.485072
86,30,1.378546,0.731598,0.487082,0.483013
86,31,1.381585,0.734084,0.482789,0.480799
86,32,1.377701,0.738251,0.481521,0.477809
86,33,1.379899,0.745146,0.478882,0.476020
86,34,1.377909,0.741587,0.477415,0.473943
86,35,1.384413,0.743204,0.476530,0.473234
86,36,1.379130,0.739879,0.477259,0.472350
86,37,1.367134,0.741960,0.478093,0.473041
86,38,1.378534,0.742177,0.475770,0.472344
86,39,1.387294,0.741978,0.477958,0.473207
86,40,1.382460,0.743156,0.475753,0.473651
86,41,1.375126,0.743344,0.478056,0.470299
86,42,1.376984,0.744560,0.474099,0.472955
86,43,1.375739,0.748238,0.473961,0.470240
86,44,1.372634,0.750854,0.472239,0.468795
86,45,1.385070,0.750349,0.469471,0.467087
86,46,1.370633,0.745056,0.476153,0.469743
86,47,1.373743,0.745572,0.475677,0.468542
86,48,1.362807,0.747475,0.478009,0.471157
86,49,1.385560,0.742930,0.472887,0.471531
87,1,1.375461,0.732612,0.480626,0.472211
87,2,1.381208,0.720549,0.484952,0.479424
87,3,1.385338,0.717754,0.486737,0.488513
87,4,1.386506,0.717690,0.492309,0.492011
87,5,1.385307,0.721826,0.488453,0.489357
87,6,1.385171,0.729046,0.484305,0.485340
87,7,1.378918,0.733020,0.483162,0.480542
87,8,1.380672,0.745644,0.480629,0.479183
87,9,1.368731,0.753240,0.477335,0.472323
87,10,1.371312,0.758998,0.471499,0.466174
87,11,1.379657,0.760852,0.472034,0.462796
87,12,1.378238,0.752813,0.469460,0.465404
87,13,1.368002,0.752835,0.470875,0.469259
87,14,1.374925,0.745471,0.474568,0.469168
87,15,1.381844,0.736971,0.472994,0.471466
87,16,1.376710,0.737830,0.474423,0.476298
87,17,1.375395,0.736110,0.478124,0.475562
87,18,1.385673,0.740909,0.475899,0.475880
87,19,1.381113,0.736250,0.479659,0.474864
87,20,1.375520,0.737387,0.481255,0.477144
87,21,1.372563,0.743018,0.483201,0.474409
87,22,1.363063,0.728068,0.491547,0.475364
87,23,1.370671,0.729797,0.490792,0.479443
87,24,1.361783,0.719485,0.500150,0.485031
87,25,1.355948,0.712011,0.516328,0.493052
87,26,1.393953,0.700792,0.502563,0.505210
87,27,1.409458,0.704581,0.495610,0.507546
87,28,1.437982,0.715221,0.484714,0.506944
87,29,1.411725,0.734227,0.477998,0.493764
87,30,1.392917,0.749425,0.476531,0.481531
87,31,1.384534,0.768500,0.470596,0.471592
87,32,1.362967,0.770209,0.469846,0.462519
87,33,1.381474,0.778431,0.463843,0.455835
87,34,1.369428,0.775727,0.463653,0.456252
87,35,1.395298,0.772852,0.461028,0.455572
87,36,1.379844,0.766818,0.465988,0.461348
87,37,1.380315,0.760790,0.461754,0.462976
87,38,1.384910,0.753920,0.465123,0.465055
87,39,1.389950,0.751598,0.465932,0.464138
87,40,1.374752,0.748241,0.467334,0.468328
87,41,1.379578,0.746101,0.470839,0.468773
87,42,1.377310,0.743491,0.474146,0.470416
87,43,1.380011,0.738467,0.475041,0.472303
87,44,1.384483,0.736722,0.476467,0.475376
87,45,1.380733,0.731317,0.480228,0.477981
87,46,1.376220,0.734104,0.482101,0.479195
87,47,1.380153,0.734791,0.481657,0.481466
87,48,1.395287,0.727734,0.480471,0.481265
87,49,1.387727,0.724297,0.483591,0.482818
88,1,1.387929,0.719788,0.486537,0.487903
88,2,1.387755,0.725701,0.491154,0.490857
88,3,1.384367,0.739506,0.486204,0.488868
88,4,1.380981,0.750775,0.480612,0.478807
88,5,1.375440,0.760783,0.475627,0.471359
88,6,1.363608,0.769715,0.470486,0.460991
88,7,1.373705,0.774921,0.464970,0.459836
88,8,1.379833,0.770763,0.464142,0.458382
88,9,1.352444,0.779890,0.466701,0.457646
88,10,1.370215,0.783275,0.460147,0.456545
88,11,1.385158,0.782259,0.453262,0.454806
88,12,1.384511,0.764667,0.453062,0.452377
88,13,1.366902,0.761161,0.464080,0.459991
88,14,1.381235,0.753691,0.461990,0.464186
88,15,1.396293,0.752840,0.460871,0.464451
88,16,1.396696,0.737339,0.466384,0.470363
88,17,1.387843,0.732181,0.475014,0.475187
88,18,1.377059,0.727456,0.483107,0.477878
88,19,1.375911,0.725908,0.486357,0.479672
88,20,1.366512,0.726622,0.497026,0.482400
88,21,1.359530,0.720361,0.501621,0.483580
88,22,1.366566,0.713003,0.499087,0.488380
88,23,1.355575,0.707121,0.511116,0.490489
88,24,1.372150,0.704150,0.507443,0.500136
88,25,1.397353,0.704012,0.504026,0.506191
88,26,1.397555,0.717737,0.495286,0.500701
88,27,1.387143,0.729932,0.495422,0.495351
88,28,1.375948,0.751966,0.490645,0.482531
88,29,1.379502,0.762890,0.476006,0.470948
88,30,1.372058,0.773039,0.471984,0.461538
88,31,1.363450,0.776320,0.470177,0.458963
88,32,1.385592,0.779462,0.464561,0.456742
88,33,1.367168,0.778326,0.463320,0.457631
88,34,1.373669,0.778069,0.463854,0.456456
88,35,1.379641,0.770880,0.460854,0.454949
88,36,1.391666,0.771258,0.456203,0.458022
88,37,1.395003,0.765115,0.456558,0.458891
88,38,1.382505,0.759043,0.461420,0.460299
88,39,1.383040,0.755018,0.463851,0.465268
88,40,1.372683,0.750661,0.467068,0.465358
88,41,1.370866,0.755189,0.471583,0.465473
88,42,1.376498,0.740992,0.473035,0.468665
88,43,1.380752,0.738176,0.476215,0.472144
88,44,1.391672,0.738178,0.473594,0.477167
88,45,1.393483,0.734104,0.476715,0.479390
88,46,1.387763,0.733122,0.477227,0.479253
88,47,1.385273,0.726500,0.481705,0.480154
88,48,1.396819,0.733254,0.477977,0.481454
88,49,1.373142,0.733002,0.485440,0.479836
89,1,1.387365,0.736702,0.478311,0.477618
89,2,1.384922,0.742010,0.481590,0.478714
89,3,1.380821,0.740703,0.476373,0.477056
89,4,1.385321,0.740314,0.475328,0.477546
89,5,1.394081,0.744404,0.474564,0.475889
89,6,1.373978,0.746691,0.476100,0.474279
89,7,1.376082,0.750075,0.473420,0.470669
89,8,1.366401,0.763362,0.478710,0.465482
89,9,1.364220,0.766739,0.476518,0.462341
89,10,1.347687,0.778851,0.477731,0.457855
89,11,1.344652,0.785779,0.477930,0.456605
89,12,1.352548,0.769756,0.477375,0.456096
89,13,1.366778,0.756642,0.482288,0.470855
89,14,1.384485,0.746373,0.476181,0.479301
89,15,1.400633,0.737961,0.474398,0.481495
89,16,1.425433,0.727269,0.468214,0.488151
89,17,1.392291,0.727446,0.480496,0.487150
89,18,1.388896,0.732803,0.482276,0.484732
89,19,1.382312,0.737104,0.482199,0.480874
89,20,1.382758,0.739052,0.486572,0.482149
89,21,1.385700,0.738411,0.483215,0.482768
89,22,1.397045,0.738060,0.477917,0.483023
89,23,1.379833,0.748525,0.477053,0.481666
89,24,1.381893,0.755725,0.474698,0.469891
89,25,1.380624,0.765723,0.468436,0.468798
89,26,1.394276,0.763573,0.461384,0.463865
89,27,1.386552,0.769325,0.458860,0.459807
89,28,1.385772,0.770954,0.458422,0.461643
89,29,1.392840,0.771935,0.457254,0.456070
89,30,1.408012,0.767878,0.452594,0.459365
89,31,1.374325,0.769573,0.455261,0.459487
89,32,1.397475,0.770005,0.453880,0.456337
89,33,1.382261,0.766599,0.456817,0.456243
89,34,1.382344,0.772691,0.455304,0.454585
89,35,1.390898,0.770680,0.456767,0.456967
89,36,1.387232,0.767435,0.456528,0.456003
89,37,1.379480,0.770688,0.456263,0.455895
89,38,1.386452,0.771294,0.456615,0.457852
89,39,1.392179,0.765783,0.458198,0.456975
89,40,1.379932,0.764219,0.460781,0.458304
89,41,1.375599,0.762971,0.459621,0.459859
89,42,1.383064,0.763485,0.461388,0.460361
89,43,1.378314,0.759916,0.463362,0.461213
89,44,1.389229,0.758602,0.462482,0.461034
89,45,1.389411,0.755416,0.461996,0.462516
89,46,1.382704,0.753852,0.464942,0.463926
89,47,1.380475,0.753620,0.466436,0.464561
89,48,1.377261,0.754662,0.465959,0.464742
89,49,1.372114,0.753366,0.469776,0.465321
90,1,1.373552,0.755291,0.467293,0.464962
90,2,1.372820,0.755412,0.466296,0.464182
90,3,1.383759,0.752736,0.467790,0.464692
